Group;Key;Text;codeEL;codeNT;codePython;codePRT
Market 3. Open;sprd2Ol1;Open[0] > Low[1];Open3[0] > Low3[1];Opens[3][0] > Lows[3][1];O3[-1] > L3[-2];
Market 3. Open;sprd2Ol2;Open[0] > Low[2];Open3[0] > Low3[2];Opens[3][0] > Lows[3][2];O3[-1] > L3[-3];
Market 3. Open;sprd2Ol3;Open[0] > Low[3];Open3[0] > Low3[3];Opens[3][0] > Lows[3][3];O3[-1] > L3[-4];
Market 3. Open;sprd2Ol4;Open[0] > Low[4];Open3[0] > Low3[4];Opens[3][0] > Lows[3][4];O3[-1] > L3[-5];
Market 3. Open;sprd2Ol5;Open[0] > Low[5];Open3[0] > Low3[5];Opens[3][0] > Lows[3][5];O3[-1] > L3[-6];
Market 3. Open;sprd2O1l2;Open[1] > Low[2];Open3[1] > Low3[2];Opens[3][1] > Lows[3][2];O3[-2] > L3[-3];
Market 3. Open;sprd2O1l3;Open[1] > Low[3];Open3[1] > Low3[3];Opens[3][1] > Lows[3][3];O3[-2] > L3[-4];
Market 3. Open;sprd2O1l4;Open[1] > Low[4];Open3[1] > Low3[4];Opens[3][1] > Lows[3][4];O3[-2] > L3[-5];
Market 3. Open;sprd2O1l5;Open[1] > Low[5];Open3[1] > Low3[5];Opens[3][1] > Lows[3][5];O3[-2] > L3[-6];
Market 3. Open;sprd2O2l3;Open[2] > Low[3];Open3[2] > Low3[3];Opens[3][2] > Lows[3][3];O3[-3] > L3[-4];
Market 3. Open;sprd2O2l4;Open[2] > Low[4];Open3[2] > Low3[4];Opens[3][2] > Lows[3][4];O3[-3] > L3[-5];
Market 3. Open;sprd2O2l5;Open[2] > Low[5];Open3[2] > Low3[5];Opens[3][2] > Lows[3][5];O3[-3] > L3[-6];
Market 3. Open;sprd2O3l4;Open[3] > Low[4];Open3[3] > Low3[4];Opens[3][3] > Lows[3][4];O3[-4] > L3[-5];
Market 3. Open;sprd2O3l5;Open[3] > Low[5];Open3[3] > Low3[5];Opens[3][3] > Lows[3][5];O3[-4] > L3[-6];
Market 3. Open;sprd2O4l5;Open[4] > Low[5];Open3[4] > Low3[5];Opens[3][4] > Lows[3][5];O3[-5] > L3[-6];
Market 3. Open;sprd2oL1;Open[0] <= Low[1];Open3[0] <= Low3[1];Opens[3][0] <= Lows[3][1];O3[-1] <= L3[-2];
Market 3. Open;sprd2oL2;Open[0] <= Low[2];Open3[0] <= Low3[2];Opens[3][0] <= Lows[3][2];O3[-1] <= L3[-3];
Market 3. Open;sprd2oL3;Open[0] <= Low[3];Open3[0] <= Low3[3];Opens[3][0] <= Lows[3][3];O3[-1] <= L3[-4];
Market 3. Open;sprd2oL4;Open[0] <= Low[4];Open3[0] <= Low3[4];Opens[3][0] <= Lows[3][4];O3[-1] <= L3[-5];
Market 3. Open;sprd2oL5;Open[0] <= Low[5];Open3[0] <= Low3[5];Opens[3][0] <= Lows[3][5];O3[-1] <= L3[-6];
Market 3. Open;sprd2o1L2;Open[1] <= Low[2];Open3[1] <= Low3[2];Opens[3][1] <= Lows[3][2];O3[-2] <= L3[-3];
Market 3. Open;sprd2o1L3;Open[1] <= Low[3];Open3[1] <= Low3[3];Opens[3][1] <= Lows[3][3];O3[-2] <= L3[-4];
Market 3. Open;sprd2o1L4;Open[1] <= Low[4];Open3[1] <= Low3[4];Opens[3][1] <= Lows[3][4];O3[-2] <= L3[-5];
Market 3. Open;sprd2o1L5;Open[1] <= Low[5];Open3[1] <= Low3[5];Opens[3][1] <= Lows[3][5];O3[-2] <= L3[-6];
Market 3. Open;sprd2o2L3;Open[2] <= Low[3];Open3[2] <= Low3[3];Opens[3][2] <= Lows[3][3];O3[-3] <= L3[-4];
Market 3. Open;sprd2o2L4;Open[2] <= Low[4];Open3[2] <= Low3[4];Opens[3][2] <= Lows[3][4];O3[-3] <= L3[-5];
Market 3. Open;sprd2o2L5;Open[2] <= Low[5];Open3[2] <= Low3[5];Opens[3][2] <= Lows[3][5];O3[-3] <= L3[-6];
Market 3. Open;sprd2o3L4;Open[3] <= Low[4];Open3[3] <= Low3[4];Opens[3][3] <= Lows[3][4];O3[-4] <= L3[-5];
Market 3. Open;sprd2o3L5;Open[3] <= Low[5];Open3[3] <= Low3[5];Opens[3][3] <= Lows[3][5];O3[-4] <= L3[-6];
Market 3. Open;sprd2o4L5;Open[4] <= Low[5];Open3[4] <= Low3[5];Opens[3][4] <= Lows[3][5];O3[-5] <= L3[-6];
Market 3. Open;sprd2Oc1;Open[0] > Close[1];Open3[0] > Close3[1];Opens[3][0] > Closes[3][1];O3[-1] > C3[-2];
Market 3. Open;sprd2Oc2;Open[0] > Close[2];Open3[0] > Close3[2];Opens[3][0] > Closes[3][2];O3[-1] > C3[-3];
Market 3. Open;sprd2Oc3;Open[0] > Close[3];Open3[0] > Close3[3];Opens[3][0] > Closes[3][3];O3[-1] > C3[-4];
Market 3. Open;sprd2Oc4;Open[0] > Close[4];Open3[0] > Close3[4];Opens[3][0] > Closes[3][4];O3[-1] > C3[-5];
Market 3. Open;sprd2Oc5;Open[0] > Close[5];Open3[0] > Close3[5];Opens[3][0] > Closes[3][5];O3[-1] > C3[-6];
Market 3. Open;sprd2O1c2;Open[1] > Close[2];Open3[1] > Close3[2];Opens[3][1] > Closes[3][2];O3[-2] > C3[-3];
Market 3. Open;sprd2O1c3;Open[1] > Close[3];Open3[1] > Close3[3];Opens[3][1] > Closes[3][3];O3[-2] > C3[-4];
Market 3. Open;sprd2O1c4;Open[1] > Close[4];Open3[1] > Close3[4];Opens[3][1] > Closes[3][4];O3[-2] > C3[-5];
Market 3. Open;sprd2O1c5;Open[1] > Close[5];Open3[1] > Close3[5];Opens[3][1] > Closes[3][5];O3[-2] > C3[-6];
Market 3. Open;sprd2O2c3;Open[2] > Close[3];Open3[2] > Close3[3];Opens[3][2] > Closes[3][3];O3[-3] > C3[-4];
Market 3. Open;sprd2O2c4;Open[2] > Close[4];Open3[2] > Close3[4];Opens[3][2] > Closes[3][4];O3[-3] > C3[-5];
Market 3. Open;sprd2O2c5;Open[2] > Close[5];Open3[2] > Close3[5];Opens[3][2] > Closes[3][5];O3[-3] > C3[-6];
Market 3. Open;sprd2O3c4;Open[3] > Close[4];Open3[3] > Close3[4];Opens[3][3] > Closes[3][4];O3[-4] > C3[-5];
Market 3. Open;sprd2O3c5;Open[3] > Close[5];Open3[3] > Close3[5];Opens[3][3] > Closes[3][5];O3[-4] > C3[-6];
Market 3. Open;sprd2O4c5;Open[4] > Close[5];Open3[4] > Close3[5];Opens[3][4] > Closes[3][5];O3[-5] > C3[-6];
Market 3. Open;sprd2oC1;Open[0] <= Close[1];Open3[0] <= Close3[1];Opens[3][0] <= Closes[3][1];O3[-1] <= C3[-2];
Market 3. Open;sprd2oC2;Open[0] <= Close[2];Open3[0] <= Close3[2];Opens[3][0] <= Closes[3][2];O3[-1] <= C3[-3];
Market 3. Open;sprd2oC3;Open[0] <= Close[3];Open3[0] <= Close3[3];Opens[3][0] <= Closes[3][3];O3[-1] <= C3[-4];
Market 3. Open;sprd2oC4;Open[0] <= Close[4];Open3[0] <= Close3[4];Opens[3][0] <= Closes[3][4];O3[-1] <= C3[-5];
Market 3. Open;sprd2oC5;Open[0] <= Close[5];Open3[0] <= Close3[5];Opens[3][0] <= Closes[3][5];O3[-1] <= C3[-6];
Market 3. Open;sprd2o1C2;Open[1] <= Close[2];Open3[1] <= Close3[2];Opens[3][1] <= Closes[3][2];O3[-2] <= C3[-3];
Market 3. Open;sprd2o1C3;Open[1] <= Close[3];Open3[1] <= Close3[3];Opens[3][1] <= Closes[3][3];O3[-2] <= C3[-4];
Market 3. Open;sprd2o1C4;Open[1] <= Close[4];Open3[1] <= Close3[4];Opens[3][1] <= Closes[3][4];O3[-2] <= C3[-5];
Market 3. Open;sprd2o1C5;Open[1] <= Close[5];Open3[1] <= Close3[5];Opens[3][1] <= Closes[3][5];O3[-2] <= C3[-6];
Market 3. Open;sprd2o2C3;Open[2] <= Close[3];Open3[2] <= Close3[3];Opens[3][2] <= Closes[3][3];O3[-3] <= C3[-4];
Market 3. Open;sprd2o2C4;Open[2] <= Close[4];Open3[2] <= Close3[4];Opens[3][2] <= Closes[3][4];O3[-3] <= C3[-5];
Market 3. Open;sprd2o2C5;Open[2] <= Close[5];Open3[2] <= Close3[5];Opens[3][2] <= Closes[3][5];O3[-3] <= C3[-6];
Market 3. Open;sprd2o3C4;Open[3] <= Close[4];Open3[3] <= Close3[4];Opens[3][3] <= Closes[3][4];O3[-4] <= C3[-5];
Market 3. Open;sprd2o3C5;Open[3] <= Close[5];Open3[3] <= Close3[5];Opens[3][3] <= Closes[3][5];O3[-4] <= C3[-6];
Market 3. Open;sprd2o4C5;Open[4] <= Close[5];Open3[4] <= Close3[5];Opens[3][4] <= Closes[3][5];O3[-5] <= C3[-6];
Market 3. High;sprd2Ho1;High[0] > Open[1];High3[0] > Open3[1];Highs[3][0] > Opens[3][1];H3[-1] > O3[-2];
Market 3. High;sprd2Ho2;High[0] > Open[2];High3[0] > Open3[2];Highs[3][0] > Opens[3][2];H3[-1] > O3[-3];
Market 3. High;sprd2Ho3;High[0] > Open[3];High3[0] > Open3[3];Highs[3][0] > Opens[3][3];H3[-1] > O3[-4];
Market 3. High;sprd2Ho4;High[0] > Open[4];High3[0] > Open3[4];Highs[3][0] > Opens[3][4];H3[-1] > O3[-5];
Market 3. High;sprd2Ho5;High[0] > Open[5];High3[0] > Open3[5];Highs[3][0] > Opens[3][5];H3[-1] > O3[-6];
Market 3. High;sprd2H1o2;High[1] > Open[2];High3[1] > Open3[2];Highs[3][1] > Opens[3][2];H3[-2] > O3[-3];
Market 3. High;sprd2H1o3;High[1] > Open[3];High3[1] > Open3[3];Highs[3][1] > Opens[3][3];H3[-2] > O3[-4];
Market 3. High;sprd2H1o4;High[1] > Open[4];High3[1] > Open3[4];Highs[3][1] > Opens[3][4];H3[-2] > O3[-5];
Market 3. High;sprd2H1o5;High[1] > Open[5];High3[1] > Open3[5];Highs[3][1] > Opens[3][5];H3[-2] > O3[-6];
Market 3. High;sprd2H2o3;High[2] > Open[3];High3[2] > Open3[3];Highs[3][2] > Opens[3][3];H3[-3] > O3[-4];
Market 3. High;sprd2H2o4;High[2] > Open[4];High3[2] > Open3[4];Highs[3][2] > Opens[3][4];H3[-3] > O3[-5];
Market 3. High;sprd2H2o5;High[2] > Open[5];High3[2] > Open3[5];Highs[3][2] > Opens[3][5];H3[-3] > O3[-6];
Market 3. High;sprd2H3o4;High[3] > Open[4];High3[3] > Open3[4];Highs[3][3] > Opens[3][4];H3[-4] > O3[-5];
Market 3. High;sprd2H3o5;High[3] > Open[5];High3[3] > Open3[5];Highs[3][3] > Opens[3][5];H3[-4] > O3[-6];
Market 3. High;sprd2H4o5;High[4] > Open[5];High3[4] > Open3[5];Highs[3][4] > Opens[3][5];H3[-5] > O3[-6];
Market 3. High;sprd2hO1;High[0] <= Open[1];High3[0] <= Open3[1];Highs[3][0] <= Opens[3][1];H3[-1] <= O3[-2];
Market 3. High;sprd2hO2;High[0] <= Open[2];High3[0] <= Open3[2];Highs[3][0] <= Opens[3][2];H3[-1] <= O3[-3];
Market 3. High;sprd2hO3;High[0] <= Open[3];High3[0] <= Open3[3];Highs[3][0] <= Opens[3][3];H3[-1] <= O3[-4];
Market 3. High;sprd2hO4;High[0] <= Open[4];High3[0] <= Open3[4];Highs[3][0] <= Opens[3][4];H3[-1] <= O3[-5];
Market 3. High;sprd2hO5;High[0] <= Open[5];High3[0] <= Open3[5];Highs[3][0] <= Opens[3][5];H3[-1] <= O3[-6];
Market 3. High;sprd2h1O2;High[1] <= Open[2];High3[1] <= Open3[2];Highs[3][1] <= Opens[3][2];H3[-2] <= O3[-3];
Market 3. High;sprd2h1O3;High[1] <= Open[3];High3[1] <= Open3[3];Highs[3][1] <= Opens[3][3];H3[-2] <= O3[-4];
Market 3. High;sprd2h1O4;High[1] <= Open[4];High3[1] <= Open3[4];Highs[3][1] <= Opens[3][4];H3[-2] <= O3[-5];
Market 3. High;sprd2h1O5;High[1] <= Open[5];High3[1] <= Open3[5];Highs[3][1] <= Opens[3][5];H3[-2] <= O3[-6];
Market 3. High;sprd2h2O3;High[2] <= Open[3];High3[2] <= Open3[3];Highs[3][2] <= Opens[3][3];H3[-3] <= O3[-4];
Market 3. High;sprd2h2O4;High[2] <= Open[4];High3[2] <= Open3[4];Highs[3][2] <= Opens[3][4];H3[-3] <= O3[-5];
Market 3. High;sprd2h2O5;High[2] <= Open[5];High3[2] <= Open3[5];Highs[3][2] <= Opens[3][5];H3[-3] <= O3[-6];
Market 3. High;sprd2h3O4;High[3] <= Open[4];High3[3] <= Open3[4];Highs[3][3] <= Opens[3][4];H3[-4] <= O3[-5];
Market 3. High;sprd2h3O5;High[3] <= Open[5];High3[3] <= Open3[5];Highs[3][3] <= Opens[3][5];H3[-4] <= O3[-6];
Market 3. High;sprd2h4O5;High[4] <= Open[5];High3[4] <= Open3[5];Highs[3][4] <= Opens[3][5];H3[-5] <= O3[-6];
Market 3. High;sprd2Hh1;High[0] > High[1];High3[0] > High3[1];Highs[3][0] > Highs[3][1];H3[-1] > H3[-2];
Market 3. High;sprd2Hh2;High[0] > High[2];High3[0] > High3[2];Highs[3][0] > Highs[3][2];H3[-1] > H3[-3];
Market 3. High;sprd2Hh3;High[0] > High[3];High3[0] > High3[3];Highs[3][0] > Highs[3][3];H3[-1] > H3[-4];
Market 3. High;sprd2Hh4;High[0] > High[4];High3[0] > High3[4];Highs[3][0] > Highs[3][4];H3[-1] > H3[-5];
Market 3. High;sprd2Hh5;High[0] > High[5];High3[0] > High3[5];Highs[3][0] > Highs[3][5];H3[-1] > H3[-6];
Market 3. High;sprd2H1h2;High[1] > High[2];High3[1] > High3[2];Highs[3][1] > Highs[3][2];H3[-2] > H3[-3];
Market 3. High;sprd2H1h3;High[1] > High[3];High3[1] > High3[3];Highs[3][1] > Highs[3][3];H3[-2] > H3[-4];
Market 3. High;sprd2H1h4;High[1] > High[4];High3[1] > High3[4];Highs[3][1] > Highs[3][4];H3[-2] > H3[-5];
Market 3. High;sprd2H1h5;High[1] > High[5];High3[1] > High3[5];Highs[3][1] > Highs[3][5];H3[-2] > H3[-6];
Market 3. High;sprd2H2h3;High[2] > High[3];High3[2] > High3[3];Highs[3][2] > Highs[3][3];H3[-3] > H3[-4];
Market 3. High;sprd2H2h4;High[2] > High[4];High3[2] > High3[4];Highs[3][2] > Highs[3][4];H3[-3] > H3[-5];
Market 3. High;sprd2H2h5;High[2] > High[5];High3[2] > High3[5];Highs[3][2] > Highs[3][5];H3[-3] > H3[-6];
Market 3. High;sprd2H3h4;High[3] > High[4];High3[3] > High3[4];Highs[3][3] > Highs[3][4];H3[-4] > H3[-5];
Market 3. High;sprd2H3h5;High[3] > High[5];High3[3] > High3[5];Highs[3][3] > Highs[3][5];H3[-4] > H3[-6];
Market 3. High;sprd2H4h5;High[4] > High[5];High3[4] > High3[5];Highs[3][4] > Highs[3][5];H3[-5] > H3[-6];
Market 3. High;sprd2hH1;High[0] <= High[1];High3[0] <= High3[1];Highs[3][0] <= Highs[3][1];H3[-1] <= H3[-2];
Market 3. High;sprd2hH2;High[0] <= High[2];High3[0] <= High3[2];Highs[3][0] <= Highs[3][2];H3[-1] <= H3[-3];
Market 3. High;sprd2hH3;High[0] <= High[3];High3[0] <= High3[3];Highs[3][0] <= Highs[3][3];H3[-1] <= H3[-4];
Market 3. High;sprd2hH4;High[0] <= High[4];High3[0] <= High3[4];Highs[3][0] <= Highs[3][4];H3[-1] <= H3[-5];
Market 3. High;sprd2hH5;High[0] <= High[5];High3[0] <= High3[5];Highs[3][0] <= Highs[3][5];H3[-1] <= H3[-6];
Market 3. High;sprd2h1H2;High[1] <= High[2];High3[1] <= High3[2];Highs[3][1] <= Highs[3][2];H3[-2] <= H3[-3];
Market 3. High;sprd2h1H3;High[1] <= High[3];High3[1] <= High3[3];Highs[3][1] <= Highs[3][3];H3[-2] <= H3[-4];
Market 3. High;sprd2h1H4;High[1] <= High[4];High3[1] <= High3[4];Highs[3][1] <= Highs[3][4];H3[-2] <= H3[-5];
Market 3. High;sprd2h1H5;High[1] <= High[5];High3[1] <= High3[5];Highs[3][1] <= Highs[3][5];H3[-2] <= H3[-6];
Market 3. High;sprd2h2H3;High[2] <= High[3];High3[2] <= High3[3];Highs[3][2] <= Highs[3][3];H3[-3] <= H3[-4];
Market 3. High;sprd2h2H4;High[2] <= High[4];High3[2] <= High3[4];Highs[3][2] <= Highs[3][4];H3[-3] <= H3[-5];
Market 3. High;sprd2h2H5;High[2] <= High[5];High3[2] <= High3[5];Highs[3][2] <= Highs[3][5];H3[-3] <= H3[-6];
Market 3. High;sprd2h3H4;High[3] <= High[4];High3[3] <= High3[4];Highs[3][3] <= Highs[3][4];H3[-4] <= H3[-5];
Market 3. High;sprd2h3H5;High[3] <= High[5];High3[3] <= High3[5];Highs[3][3] <= Highs[3][5];H3[-4] <= H3[-6];
Market 3. High;sprd2h4H5;High[4] <= High[5];High3[4] <= High3[5];Highs[3][4] <= Highs[3][5];H3[-5] <= H3[-6];
Market 3. High;sprd2Hl1;High[0] > Low[1];High3[0] > Low3[1];Highs[3][0] > Lows[3][1];H3[-1] > L3[-2];
Market 3. High;sprd2Hl2;High[0] > Low[2];High3[0] > Low3[2];Highs[3][0] > Lows[3][2];H3[-1] > L3[-3];
Market 3. High;sprd2Hl3;High[0] > Low[3];High3[0] > Low3[3];Highs[3][0] > Lows[3][3];H3[-1] > L3[-4];
Market 3. High;sprd2Hl4;High[0] > Low[4];High3[0] > Low3[4];Highs[3][0] > Lows[3][4];H3[-1] > L3[-5];
Market 3. High;sprd2Hl5;High[0] > Low[5];High3[0] > Low3[5];Highs[3][0] > Lows[3][5];H3[-1] > L3[-6];
Market 3. High;sprd2H1l2;High[1] > Low[2];High3[1] > Low3[2];Highs[3][1] > Lows[3][2];H3[-2] > L3[-3];
Market 3. High;sprd2H1l3;High[1] > Low[3];High3[1] > Low3[3];Highs[3][1] > Lows[3][3];H3[-2] > L3[-4];
Market 3. High;sprd2H1l4;High[1] > Low[4];High3[1] > Low3[4];Highs[3][1] > Lows[3][4];H3[-2] > L3[-5];
Market 3. High;sprd2H1l5;High[1] > Low[5];High3[1] > Low3[5];Highs[3][1] > Lows[3][5];H3[-2] > L3[-6];
Market 3. High;sprd2H2l3;High[2] > Low[3];High3[2] > Low3[3];Highs[3][2] > Lows[3][3];H3[-3] > L3[-4];
Market 3. High;sprd2H2l4;High[2] > Low[4];High3[2] > Low3[4];Highs[3][2] > Lows[3][4];H3[-3] > L3[-5];
Market 3. High;sprd2H2l5;High[2] > Low[5];High3[2] > Low3[5];Highs[3][2] > Lows[3][5];H3[-3] > L3[-6];
Market 3. High;sprd2H3l4;High[3] > Low[4];High3[3] > Low3[4];Highs[3][3] > Lows[3][4];H3[-4] > L3[-5];
Market 3. High;sprd2H3l5;High[3] > Low[5];High3[3] > Low3[5];Highs[3][3] > Lows[3][5];H3[-4] > L3[-6];
Market 3. High;sprd2H4l5;High[4] > Low[5];High3[4] > Low3[5];Highs[3][4] > Lows[3][5];H3[-5] > L3[-6];
Market 3. High;sprd2hL1;High[0] <= Low[1];High3[0] <= Low3[1];Highs[3][0] <= Lows[3][1];H3[-1] <= L3[-2];
Market 3. High;sprd2hL2;High[0] <= Low[2];High3[0] <= Low3[2];Highs[3][0] <= Lows[3][2];H3[-1] <= L3[-3];
Market 3. High;sprd2hL3;High[0] <= Low[3];High3[0] <= Low3[3];Highs[3][0] <= Lows[3][3];H3[-1] <= L3[-4];
Market 3. High;sprd2hL4;High[0] <= Low[4];High3[0] <= Low3[4];Highs[3][0] <= Lows[3][4];H3[-1] <= L3[-5];
Market 3. High;sprd2hL5;High[0] <= Low[5];High3[0] <= Low3[5];Highs[3][0] <= Lows[3][5];H3[-1] <= L3[-6];
Market 3. High;sprd2h1L2;High[1] <= Low[2];High3[1] <= Low3[2];Highs[3][1] <= Lows[3][2];H3[-2] <= L3[-3];
Market 3. High;sprd2h1L3;High[1] <= Low[3];High3[1] <= Low3[3];Highs[3][1] <= Lows[3][3];H3[-2] <= L3[-4];
Market 3. High;sprd2h1L4;High[1] <= Low[4];High3[1] <= Low3[4];Highs[3][1] <= Lows[3][4];H3[-2] <= L3[-5];
Market 3. High;sprd2h1L5;High[1] <= Low[5];High3[1] <= Low3[5];Highs[3][1] <= Lows[3][5];H3[-2] <= L3[-6];
Market 3. High;sprd2h2L3;High[2] <= Low[3];High3[2] <= Low3[3];Highs[3][2] <= Lows[3][3];H3[-3] <= L3[-4];
Market 3. High;sprd2h2L4;High[2] <= Low[4];High3[2] <= Low3[4];Highs[3][2] <= Lows[3][4];H3[-3] <= L3[-5];
Market 3. High;sprd2h2L5;High[2] <= Low[5];High3[2] <= Low3[5];Highs[3][2] <= Lows[3][5];H3[-3] <= L3[-6];
Market 3. High;sprd2h3L4;High[3] <= Low[4];High3[3] <= Low3[4];Highs[3][3] <= Lows[3][4];H3[-4] <= L3[-5];
Market 3. High;sprd2h3L5;High[3] <= Low[5];High3[3] <= Low3[5];Highs[3][3] <= Lows[3][5];H3[-4] <= L3[-6];
Market 3. High;sprd2h4L5;High[4] <= Low[5];High3[4] <= Low3[5];Highs[3][4] <= Lows[3][5];H3[-5] <= L3[-6];
Market 3. High;sprd2Hc1;High[0] > Close[1];High3[0] > Close3[1];Highs[3][0] > Closes[3][1];H3[-1] > C3[-2];
Market 3. High;sprd2Hc2;High[0] > Close[2];High3[0] > Close3[2];Highs[3][0] > Closes[3][2];H3[-1] > C3[-3];
Market 3. High;sprd2Hc3;High[0] > Close[3];High3[0] > Close3[3];Highs[3][0] > Closes[3][3];H3[-1] > C3[-4];
Market 3. High;sprd2Hc4;High[0] > Close[4];High3[0] > Close3[4];Highs[3][0] > Closes[3][4];H3[-1] > C3[-5];
Market 3. High;sprd2Hc5;High[0] > Close[5];High3[0] > Close3[5];Highs[3][0] > Closes[3][5];H3[-1] > C3[-6];
Market 3. High;sprd2H1c2;High[1] > Close[2];High3[1] > Close3[2];Highs[3][1] > Closes[3][2];H3[-2] > C3[-3];
Market 3. High;sprd2H1c3;High[1] > Close[3];High3[1] > Close3[3];Highs[3][1] > Closes[3][3];H3[-2] > C3[-4];
Market 3. High;sprd2H1c4;High[1] > Close[4];High3[1] > Close3[4];Highs[3][1] > Closes[3][4];H3[-2] > C3[-5];
Market 3. High;sprd2H1c5;High[1] > Close[5];High3[1] > Close3[5];Highs[3][1] > Closes[3][5];H3[-2] > C3[-6];
Market 3. High;sprd2H2c3;High[2] > Close[3];High3[2] > Close3[3];Highs[3][2] > Closes[3][3];H3[-3] > C3[-4];
Market 3. High;sprd2H2c4;High[2] > Close[4];High3[2] > Close3[4];Highs[3][2] > Closes[3][4];H3[-3] > C3[-5];
Market 3. High;sprd2H2c5;High[2] > Close[5];High3[2] > Close3[5];Highs[3][2] > Closes[3][5];H3[-3] > C3[-6];
Market 3. High;sprd2H3c4;High[3] > Close[4];High3[3] > Close3[4];Highs[3][3] > Closes[3][4];H3[-4] > C3[-5];
Market 3. High;sprd2H3c5;High[3] > Close[5];High3[3] > Close3[5];Highs[3][3] > Closes[3][5];H3[-4] > C3[-6];
Market 3. High;sprd2H4c5;High[4] > Close[5];High3[4] > Close3[5];Highs[3][4] > Closes[3][5];H3[-5] > C3[-6];
Market 3. High;sprd2hC1;High[0] <= Close[1];High3[0] <= Close3[1];Highs[3][0] <= Closes[3][1];H3[-1] <= C3[-2];
Market 3. High;sprd2hC2;High[0] <= Close[2];High3[0] <= Close3[2];Highs[3][0] <= Closes[3][2];H3[-1] <= C3[-3];
Market 3. High;sprd2hC3;High[0] <= Close[3];High3[0] <= Close3[3];Highs[3][0] <= Closes[3][3];H3[-1] <= C3[-4];
Market 3. High;sprd2hC4;High[0] <= Close[4];High3[0] <= Close3[4];Highs[3][0] <= Closes[3][4];H3[-1] <= C3[-5];
Market 3. High;sprd2hC5;High[0] <= Close[5];High3[0] <= Close3[5];Highs[3][0] <= Closes[3][5];H3[-1] <= C3[-6];
Market 3. High;sprd2h1C2;High[1] <= Close[2];High3[1] <= Close3[2];Highs[3][1] <= Closes[3][2];H3[-2] <= C3[-3];
Market 3. High;sprd2h1C3;High[1] <= Close[3];High3[1] <= Close3[3];Highs[3][1] <= Closes[3][3];H3[-2] <= C3[-4];
Market 3. High;sprd2h1C4;High[1] <= Close[4];High3[1] <= Close3[4];Highs[3][1] <= Closes[3][4];H3[-2] <= C3[-5];
Market 3. High;sprd2h1C5;High[1] <= Close[5];High3[1] <= Close3[5];Highs[3][1] <= Closes[3][5];H3[-2] <= C3[-6];
Market 3. High;sprd2h2C3;High[2] <= Close[3];High3[2] <= Close3[3];Highs[3][2] <= Closes[3][3];H3[-3] <= C3[-4];
Market 3. High;sprd2h2C4;High[2] <= Close[4];High3[2] <= Close3[4];Highs[3][2] <= Closes[3][4];H3[-3] <= C3[-5];
Market 3. High;sprd2h2C5;High[2] <= Close[5];High3[2] <= Close3[5];Highs[3][2] <= Closes[3][5];H3[-3] <= C3[-6];
Market 3. High;sprd2h3C4;High[3] <= Close[4];High3[3] <= Close3[4];Highs[3][3] <= Closes[3][4];H3[-4] <= C3[-5];
Market 3. High;sprd2h3C5;High[3] <= Close[5];High3[3] <= Close3[5];Highs[3][3] <= Closes[3][5];H3[-4] <= C3[-6];
Market 3. High;sprd2h4C5;High[4] <= Close[5];High3[4] <= Close3[5];Highs[3][4] <= Closes[3][5];H3[-5] <= C3[-6];
Market 3. Low;sprd2Lo1;Low[0] > Open[1];Low3[0] > Open3[1];Lows[3][0] > Opens[3][1];L3[-1] > O3[-2];
Market 3. Low;sprd2Lo2;Low[0] > Open[2];Low3[0] > Open3[2];Lows[3][0] > Opens[3][2];L3[-1] > O3[-3];
Market 3. Low;sprd2Lo3;Low[0] > Open[3];Low3[0] > Open3[3];Lows[3][0] > Opens[3][3];L3[-1] > O3[-4];
Market 3. Low;sprd2Lo4;Low[0] > Open[4];Low3[0] > Open3[4];Lows[3][0] > Opens[3][4];L3[-1] > O3[-5];
Market 3. Low;sprd2Lo5;Low[0] > Open[5];Low3[0] > Open3[5];Lows[3][0] > Opens[3][5];L3[-1] > O3[-6];
Market 3. Low;sprd2L1o2;Low[1] > Open[2];Low3[1] > Open3[2];Lows[3][1] > Opens[3][2];L3[-2] > O3[-3];
Market 3. Low;sprd2L1o3;Low[1] > Open[3];Low3[1] > Open3[3];Lows[3][1] > Opens[3][3];L3[-2] > O3[-4];
Market 3. Low;sprd2L1o4;Low[1] > Open[4];Low3[1] > Open3[4];Lows[3][1] > Opens[3][4];L3[-2] > O3[-5];
Market 3. Low;sprd2L1o5;Low[1] > Open[5];Low3[1] > Open3[5];Lows[3][1] > Opens[3][5];L3[-2] > O3[-6];
Market 3. Low;sprd2L2o3;Low[2] > Open[3];Low3[2] > Open3[3];Lows[3][2] > Opens[3][3];L3[-3] > O3[-4];
Market 3. Low;sprd2L2o4;Low[2] > Open[4];Low3[2] > Open3[4];Lows[3][2] > Opens[3][4];L3[-3] > O3[-5];
Market 3. Low;sprd2L2o5;Low[2] > Open[5];Low3[2] > Open3[5];Lows[3][2] > Opens[3][5];L3[-3] > O3[-6];
Market 3. Low;sprd2L3o4;Low[3] > Open[4];Low3[3] > Open3[4];Lows[3][3] > Opens[3][4];L3[-4] > O3[-5];
Market 3. Low;sprd2L3o5;Low[3] > Open[5];Low3[3] > Open3[5];Lows[3][3] > Opens[3][5];L3[-4] > O3[-6];
Market 3. Low;sprd2L4o5;Low[4] > Open[5];Low3[4] > Open3[5];Lows[3][4] > Opens[3][5];L3[-5] > O3[-6];
